cell_code,truth
c4joZhVG8S,DNAMetabolism
XcNDGAkqqr,DNAMetabolism
YBHCUIq2Bw,DNAMetabolism
33Ckh7Ppfd,DNAMetabolism
vpGWLLuFB2,DNAMetabolism
vq6xoQC6uA,DNAMetabolism
lCU8HsIw0B,DNAMetabolism
fbP2DRlrle,DNAMetabolism
jCIbK2tUkd,DNAMetabolism
wch1dr8rvd,DNAMetabolism
F6xFL4NIDI,DNAMetabolism
FKJH1rGdAv,DNAMetabolism
B1XDNDcmvY,DNAMetabolism
fBo9Tp6MAO,DNAMetabolism
a3Ey1zPHzE,DNAMetabolism
9qwmLJ2S4v,DNAMetabolism
699sbZMyAk,DNAMetabolism
HtMK2MCUTh,DNAMetabolism
srqDgXHFkQ,DNAMetabolism
Oizf5w7QuJ,DNAMetabolism
AzyS21Tr8E,DNAMetabolism
UZVOMhCnRk,DNAMetabolism
D864duInyr,DNAMetabolism
aU5vTeEuUd,DNAMetabolism
B4A7Uyia3D,DNAMetabolism
DitEV5Hs6X,DNAMetabolism
bJ72pJcUth,DNAMetabolism
FMurMoLybG,DNAMetabolism
lirewdXgRY,DNAMetabolism
kG8j4WYOi6,DNAMetabolism
ntEWEBKVla,DNAMetabolism
l8KnlEHUcX,DNAMetabolism
sbXmCbO47A,DNAMetabolism
AH2l1yqco8,DNAMetabolism
qkYJOe8HIc,DNAMetabolism
AOh4wvYKvf,DNAMetabolism
W3ZeFgoUqQ,DNAMetabolism
6mzaA9cV2o,DNAMetabolism
5fcvsrxLRN,DNAMetabolism
7zHw0DdJ3c,DNAMetabolism
URGSHwc8ib,DNAMetabolism
eKZtgrwtdv,adrenoceptor
7W7wUcGw3U,adrenoceptor
vALfHTCsoK,adrenoceptor
G9iJsKnelk,adrenoceptor
CXDtz1j3wo,adrenoceptor
tKhVMMVPY9,adrenoceptor
eg7OJrlCHS,adrenoceptor
IMhpkn1pvJ,adrenoceptor
iIA4RryaRa,adrenoceptor
d3pSvnMigb,adrenoceptor
UvcaaF1cE5,adrenoceptor
e5V2NxFxUd,adrenoceptor
PsujKtMism,adrenoceptor
dBSumT5M1D,adrenoceptor
IePzCGyXq6,adrenoceptor
1hZezRs589,adrenoceptor
J2ElKSKBOS,adrenoceptor
vCqYWxVSTt,adrenoceptor
rV2lfFmszS,adrenoceptor
6GDD9UtuWl,adrenoceptor
XJmINwvqVe,adrenoceptor
RID8l1w1er,adrenoceptor
ER7pvpbfXQ,adrenoceptor
hI4CKqviTn,adrenoceptor
ISHdJtLook,adrenoceptor
JxmxkZT20r,adrenoceptor
j9laE7ENKA,adrenoceptor
8jWmoPVJtX,adrenoceptor
XFWuCrr0SI,adrenoceptor
REje25CVyx,adrenoceptor
qlGhuJbSLw,adrenoceptor
2Gx2LRi5my,adrenoceptor
gHQHt9L4tF,adrenoceptor
6mtnDgKKbu,adrenoceptor
tiDjTr0RXg,adrenoceptor
gXgkJ7RqlK,adrenoceptor
6N2UH2eV7X,adrenoceptor
qiLZ1VwCGV,adrenoceptor
F1DZpuRmrR,dopaminereceptor
W8oQuuvIRP,dopaminereceptor
erG9JIR0hg,dopaminereceptor
dKs87fILNb,dopaminereceptor
IHDG5oCJ2Y,dopaminereceptor
xfWBH8lCR4,dopaminereceptor
XI3X0PmE3k,dopaminereceptor
ygS0PgGIsG,dopaminereceptor
zi76Frb4Km,dopaminereceptor
fYzmXbsAXr,dopaminereceptor
7VYmtTYqSB,dopaminereceptor
4yqnXo3upP,dopaminereceptor
7TlYcD9zpr,dopaminereceptor
mdgAFk8vK5,dopaminereceptor
88URLvhJth,dopaminereceptor
SRzJN14ccL,dopaminereceptor
r6VNOb3wjX,dopaminereceptor
jwG8iZB5R1,dopaminereceptor
bPFJKbAFQq,dopaminereceptor
GhNk7MSeYZ,dopaminereceptor
x1cYirWozK,dopaminereceptor
Ubx2WPyxvw,dopaminereceptor
UtGrBEos7g,dopaminereceptor
ckJ5nqqXE1,dopaminereceptor
6PZStQRp9I,dopaminereceptor
N37Ydz75qP,dopaminereceptor
yaw9qaG9tA,dopaminereceptor
pXVO3rP0wI,dopaminereceptor
XFbGqBZ6mG,dopaminereceptor
D4MGGJSgz5,dopaminereceptor
Fw9tg5ohmu,dopaminereceptor
qg6AnQC5eF,dopaminereceptor
RxvASP2LAJ,dopaminereceptor
bWKdxIkaPh,dopaminereceptor
CzmTYRH91X,dopaminereceptor
kVNkAeY71U,dopaminereceptor
Ojr7tnqgQb,dopaminereceptor
sfv6nGA3ry,dopaminereceptor
Ww3NsohvHG,dopaminereceptor
aX07OoVktX,dopaminereceptor
lrOhDviRUV,dopaminereceptor
2CkAhFDLMs,dopaminereceptor
p7TeHXH35q,dopaminereceptor
Pv5WkfoVuF,dopaminereceptor
NiyEOqkczi,dopaminereceptor
RsKzn6saGC,dopaminereceptor
adOpnkMBSn,dopaminereceptor
HgA8OULEcf,dopaminereceptor
gUzMqMEU7I,dopaminereceptor
cVHLASFit6,dopaminereceptor
6kS9eRUHtB,dopaminereceptor
Qq9SyQKi8Q,dopaminereceptor
wbmp0eWvLN,dopaminereceptor
p8ZQvZptQO,dopaminereceptor
Bd3b0p35Jb,dopaminereceptor
n8Juwx1qMT,dopaminereceptor
AfIrYz30ay,dopaminereceptor
SMziDS8B7g,dopaminereceptor
uCa2f8oeK5,dopaminereceptor
cIvovCoMNP,dopaminereceptor
kxqJlon2HY,dopaminereceptor
sf9hVwUwm1,dopaminereceptor
X1sJjIRI14,dopaminereceptor
z5I1F8uJQo,dopaminereceptor
wacR1w67le,dopaminereceptor
kUYOzzwJpN,dopaminereceptor
aIXQ7cAKpf,dopaminereceptor
v1ahsbUStw,dopaminereceptor
A0jeKjNyKG,dopaminereceptor
Vw883EUcDd,dopaminereceptor
ZDgvTmInLf,dopaminereceptor
8iF7gG2jzM,dopaminereceptor
W5LsZOOWWB,dopaminereceptor
CdaTquvKR4,dopaminereceptor
GurExfVJUL,dopaminereceptor
L9qWKqWvbc,cellcycle
qUsNxe7blt,cellcycle
28Q5rvOCS8,cellcycle
yJ5iugiHay,cellcycle
28D1Arxuyt,cellcycle
LKL4mhxz0a,cellcycle
fFdHSoYHIu,cellcycle
zY3dL1Q1qK,cellcycle
VvUMnRFTeG,cellcycle
zHuSTbhddK,cellcycle
NrHKHXsTTR,cellcycle
6R4MLvhGpU,cellcycle
cez8HowgN5,cellcycle
uT1tLyk6Ji,cellcycle
P63eChr7RY,cellcycle
7iXCy9e4oN,cellcycle
3I9GYDvLVX,cellcycle
rEeeQW8wdP,cellcycle
sKhl9GiruG,cellcycle
zePz0F7Cgt,cellcycle
cuDUc4vQJ4,cellcycle
luj3wf7c3r,cellcycle
8iqCIZ7wQD,cellcycle
7rXMQu1fms,cellcycle
9b6wgyigw5,cellcycle
m8hESH48pT,cellcycle
c7cJVvkcEI,cellcycle
ru8e3LvbJ3,cellcycle
JoixLxWyRa,cellcycle
zyegQA2uLo,cellcycle
giRT1zwki8,cellcycle
rvFlsPaqG2,cellcycle
5KMVleejPn,cellcycle
N02Ot59ocf,cellcycle
3o6zSUYPn2,cellcycle
NxQ6YU2W85,cellcycle
9hjp9s7f6k,cellcycle
nKPVBXditq,cellcycle
Q0Pbbiy1aO,CDK
nyW4TmcDvB,CDK
hXbhNNIwq6,CDK
pnbNuOVFbE,CDK
TOYNkE1oWX,CDK
U0ErOz5Jfm,CDK
LHGVuhuDPU,CDK
hO5SW5xMbC,CDK
JWwWCwTB2l,CDK
vHmRM72S20,CDK
EOaFC99Dkz,CDK
s05HQcsHOy,CDK
gwoWuAOmJf,CDK
zqSKyWuAsv,CDK
1HNDmzaTIM,CDK
igcx9Gn2fL,CDK
LkewyN6xCA,CDK
BPPKEwt1nJ,CDK
2Pk5wDTLtF,CDK
ZjPRpJtlU6,CDK
VAfJpn2x0P,CDK
RFzqmPnfKG,CDK
awEikhTzTO,CDK
eEmcbvgpoS,CDK
kyUqxidWdu,CDK
9Fjoj7sG4e,CDK
UDO8AqnPKj,CDK
xHa7ojTVXA,CDK
mLLEnrnJvz,CDK
mxRSX1vbwS,CDK
gWkQop8pdX,CDK
zll5sSh2kO,CDK
mnkDsEJLLj,CDK
aDZE8SnSMY,CDK
0rWXpnu8rE,CDK
MLo3Dgxnp2,CDK
hhDvQ2CQga,CDK
BKkkRNfCc2,CDK
RAV2zmXmpr,CDK
B0GQyu6yY8,CDK
idA4v3AVUp,CDK
hl6CwP5OxL,CDK
LdmJ5I5D7L,CDK
2o2YqM9UXG,CDK
W6bwiP0iAh,CDK
j3jAYSDGUK,adrenoceptor
B1WNrxyiII,adrenoceptor
f1XJ9LzXxa,adrenoceptor
mYmfiHYXKG,adrenoceptor
adgiCZKeq1,adrenoceptor
DfuUsUlTds,adrenoceptor
wBrGF7IGTw,adrenoceptor
seeAAOggJb,adrenoceptor
qzelRH49wk,adrenoceptor
1BEAzHTXuT,adrenoceptor
q8uI4OnBSW,adrenoceptor
rDFHx55CSA,adrenoceptor
P6qoKY9ypZ,adrenoceptor
gytwY3mMfP,adrenoceptor
CK29d612EX,adrenoceptor
hUI0bjR0gI,adrenoceptor
ndnsMLgoTL,adrenoceptor
uWDfcoh6US,adrenoceptor
uMlbuwjPRs,adrenoceptor
GxweuIQMge,adrenoceptor
5YJsm5MBXN,adrenoceptor
REsAUgOZug,adrenoceptor
zAvSjqQ2QR,adrenoceptor
aVhiGcCoCX,adrenoceptor
YID2OYhYnR,adrenoceptor
GeLaN5LaHO,adrenoceptor
32IxURsSFX,adrenoceptor
mE8GW6HaHH,adrenoceptor
YW872eIjXy,adrenoceptor
EE8ko2jtev,adrenoceptor
g5gM2xQNmf,adrenoceptor
Kf9V7mqWoH,adrenoceptor
VU6AAggE46,adrenoceptor
3VYjpKBrzr,adrenoceptor
B3gLXvhQaL,adrenoceptor
CFcz0bhwIu,adrenoceptor
kn1n6aeRhY,adrenoceptor
191bKqtXqJ,EGFR
Cj9gdVgRD8,EGFR
K1R3xeqUi3,EGFR
4sedZ86Df0,EGFR
cac0gNkWit,EGFR
SWT9HyDae0,EGFR
kofDlOu324,EGFR
7B156a2T1t,EGFR
Z8MNCpsNiB,EGFR
zw1hOgd2x9,EGFR
qnCxahwFw9,EGFR
ge4dCG9z8k,EGFR
9f4474ftRS,EGFR
jUtfhLAmOh,EGFR
4tr9JSt64M,EGFR
cTzJW1d1n9,EGFR
ycSPkMN4fs,EGFR
ZbVTCb2ZJu,EGFR
JVfhCm6NLD,EGFR
K97HBNCf1D,EGFR
4iqvFLsRag,EGFR
ARSEDUI4Sl,EGFR
TyjaQoTNuA,EGFR
DV0yw9fiMB,EGFR
v63cYEdMyB,EGFR
HnFWi3YB8p,EGFR
rFpvlfVIBF,EGFR
qHSdQib1A2,EGFR
PylwkUQZw1,EGFR
BXhOdvSfYq,EGFR
HlaD91Zest,EGFR
aw2B35jzTZ,EGFR
f3Aa3nyR90,EGFR
dGm8qA8K52,adrenoceptor
gaa1cC0FlZ,adrenoceptor
k7PBeyjFSD,adrenoceptor
x09nuYgqXC,adrenoceptor
YhprjaLKS0,adrenoceptor
xpQZ49M1Z7,adrenoceptor
bye5lcShmD,adrenoceptor
EjY7YUH8Ox,adrenoceptor
7naqA1mC4c,adrenoceptor
ecYfQQCuIf,adrenoceptor
IL2UeLOnjK,adrenoceptor
KL6rfB2D0I,adrenoceptor
44a8ynok6A,adrenoceptor
fuC8R80ZhI,adrenoceptor
aC3hNDruH4,adrenoceptor
tW2S64Dev7,adrenoceptor
B6tFVgcBnu,adrenoceptor
cJvVFAtGsb,adrenoceptor
RWxMMOWZy1,adrenoceptor
fJwg1fM2zW,adrenoceptor
A1fyOTKQZ3,adrenoceptor
JsiPA2l918,adrenoceptor
OYdnklCtUz,adrenoceptor
wP40liN5LZ,adrenoceptor
lNAGghFMv2,adrenoceptor
SzYmyGWBu6,adrenoceptor
d7smmmdURi,adrenoceptor
2OdPWQ21Qc,adrenoceptor
gECsdOG1UJ,adrenoceptor
eqMhuGyBwc,adrenoceptor
7dRN94b7J5,adrenoceptor
xYRjivEW1l,adrenoceptor
mRKIf1DbaL,adrenoceptor
RZRrbMUiId,adrenoceptor
Gdbm8se9Nu,adrenoceptor
JU0bLg2qfZ,adrenoceptor
3h1XqO9YmV,adrenoceptor
MMpcx6t1w3,adrenoceptor
g2FEAWCgo0,adrenoceptor
n5Wmyz5RHp,adrenoceptor
9xY7yZJKyT,adrenoceptor
E4JkaxWAcf,adrenoceptor
XPRv52GLGq,adrenoceptor
QC8TAJFKMf,adrenoceptor
W1wgZ5yhyK,adrenoceptor
Q92TE5bOTd,adrenoceptor
1xxctBXk8Z,adrenoceptor
RVz0lBcMOQ,adrenoceptor
svCwLXw5al,adrenoceptor
z4CucDVnqc,adrenoceptor
FyrdgHkC2Z,adrenoceptor
UalIikh9TP,adrenoceptor
4OoibfQnEU,adrenoceptor
JHmWg3wWpi,adrenoceptor
nP9Umi6DRx,adrenoceptor
BEB9v2XTBE,adrenoceptor
sfPPFai5hz,adrenoceptor
cbgiYZpaZf,adrenoceptor
ZUCFtioXCg,adrenoceptor
vyEwEASKQj,adrenoceptor
13QZwfDuI4,adrenoceptor
yysAzwZvua,adrenoceptor
zSz1Q0qFlT,adrenoceptor
hg6r93bqiQ,adrenoceptor
3JYXUviO6e,adrenoceptor
h7TH8jawcS,adrenoceptor
N6zRXTUHyB,adrenoceptor
675C8Myzvk,adrenoceptor
LThRIgxNvz,adrenoceptor
J1IVFPJIuT,adrenoceptor
kIxvEEmB2z,adrenoceptor
EOYG6Rue3o,adrenoceptor
IeIzIFtsrv,adrenoceptor
AKjj1TV1oY,adrenoceptor
LcemvDfqr8,adrenoceptor
cGlAZZuaDR,adrenoceptor
67QWnZnRCg,adrenoceptor
yXxqInwsOh,Tubulin
2TEa57Vrcz,Tubulin
VFXyyyQuia,Tubulin
fdMYQtN4Oa,Tubulin
9Vkrhqg1MV,Tubulin
Tfv41yjYIc,Tubulin
IVmnCezu9Q,Tubulin
J3VhEU3Ng4,Tubulin
ks5CHi2a0S,Tubulin
W8Zw1qy1Zl,Tubulin
hIedxaK9Jo,Tubulin
kCmySb3Xu8,Tubulin
fxxhWifksk,Tubulin
cDOp2wmNzk,Tubulin
ev1HGPvUHy,Tubulin
OeQNvUdPSe,Tubulin
9oDZDxuAOC,Tubulin
s5CZqhQT4n,Tubulin
gWzELxsCJd,Tubulin
0MBLZVI4oN,Tubulin
MnbUqupkno,Tubulin
8tn7CDif2G,Tubulin
6jAkRRj8t2,Tubulin
QxoxKJU2En,adrenoceptor
hCRbR7rSTI,adrenoceptor
qXBgkJSvV1,adrenoceptor
wilE6SG01c,adrenoceptor
94zbzOtLeM,adrenoceptor
uTtLBMAJxg,adrenoceptor
UCY58GSi6i,adrenoceptor
hmXQ3iIXVt,adrenoceptor
MMFxF212Z6,adrenoceptor
adGDao9Ub5,adrenoceptor
MxWOP7qhuy,adrenoceptor
xsbPFw2zqO,adrenoceptor
wVL5mncrST,adrenoceptor
g87COw6PFL,adrenoceptor
LlvDkJdUMv,adrenoceptor
YkaUFrH7ST,adrenoceptor
wighq7lLsE,adrenoceptor
Uo9BOkKfBC,adrenoceptor
KPFaTt1d3M,adrenoceptor
7mj4r5TAvK,adrenoceptor
c7U6J3wyhk,adrenoceptor
WcmZEMIST4,adrenoceptor
D4w5qLI8mW,adrenoceptor
LHvCvtkqmT,adrenoceptor
p51ITho2zJ,adrenoceptor
Jaw0qwtvaB,adrenoceptor
MtnVTVQKHY,adrenoceptor
odoSVWCUs8,adrenoceptor
A6h2CDAIRe,adrenoceptor
NZZ2o4NAJr,adrenoceptor
xp2GYz1G0P,adrenoceptor
vHok0MxEOM,adrenoceptor
7DqF0BvhPw,adrenoceptor
DAnyddBYP5,adrenoceptor
xVw8MfNbPE,adrenoceptor
jdjWEjzToD,adrenoceptor
QlofEZPKXN,adrenoceptor
ijbcSBz3HQ,adrenoceptor
XQyKSHHSMW,dopaminereceptor
roT6r64Gvv,dopaminereceptor
KtAzOswNHP,dopaminereceptor
lH9gc4G9ZJ,dopaminereceptor
VjDVTP02KH,dopaminereceptor
FrMhaJpUAt,dopaminereceptor
HLlkNPyvMS,dopaminereceptor
yzxI18QBGH,dopaminereceptor
GkpqjbJwDR,dopaminereceptor
kwnB6mLuie,dopaminereceptor
dX3xfEZDOa,dopaminereceptor
dcFFz0K4S4,dopaminereceptor
1v4ZnyPfcu,dopaminereceptor
92zaweGOJy,dopaminereceptor
0WnGzYSsM1,dopaminereceptor
QRzywoGdCq,dopaminereceptor
50iDHDQfFk,dopaminereceptor
e04YlvzUyd,dopaminereceptor
ve11BvekUK,dopaminereceptor
x3X85RmI5s,dopaminereceptor
I4s72OYoqr,dopaminereceptor
XgolUtZMvl,dopaminereceptor
eyRcWjd7EK,dopaminereceptor
H5JhEavvGL,dopaminereceptor
1pKUiGZV8K,dopaminereceptor
YLZFet8tyC,dopaminereceptor
VhixXAzZnY,dopaminereceptor
zqgl6LQjuJ,dopaminereceptor
EaBWdRgglr,dopaminereceptor
Vh51Orkcdh,dopaminereceptor
wIrHaEBHfS,dopaminereceptor
5BjXNJjz5h,dopaminereceptor
UAAPLksk2s,dopaminereceptor
m93Lochot5,dopaminereceptor
RHjA9uXbee,MEK
KOgS04SBJv,MEK
2kfT8UGzgB,MEK
FhSTXJJYQ0,MEK
uUpSFcgN2y,MEK
dRe28GfSwI,MEK
aLayzJacU6,MEK
uB3pJmbpij,MEK
4AIM07Rzyt,MEK
XsVMdbepxi,MEK
xyhUHiNXHw,MEK
ckMf6buTaf,MEK
WWapTGaTS5,MEK
CD3foOiliS,MEK
qqypN5AmDa,MEK
UKtsbO2Mfp,MEK
PHLQpfxL9C,MEK
99z0VGh5Yd,MEK
0GsFXCxxA5,MEK
ABT8qSTJO8,MEK
MVJlqqMY1K,MEK
iozCte0yKV,MEK
ec2BJ5Z8oZ,MEK
hkJ7y3FbYX,MEK
WUknZKa3is,MEK
ZxBi8xki7X,MEK
fYgEVEspwK,MEK
lq7Eil7Az3,MEK
WCXnthnzha,MEK
op1ff0wcwd,MEK
TkwDq0z6mU,MEK
g4mUI8K4lp,MEK
tDKbToXrhl,MEK
uSuDAc003o,MEK
ch9t2dUAtY,MEK
LOEeeUFRHW,MEK
hlycvLVHGD,MEK
E5rXVeubS2,MEK
8mLswxOAlv,MEK
T9BqAUMpEf,MEK
0KlTAmj7f6,MEK
8fUegdxsAn,MEK
lg9KSnLFdt,MEK
R0f4ixD50I,MEK
jgcE1vVqjs,MEK
ADamoZA5YK,MEK
atiY1q7vBz,MEK
QxlwWxYDN2,MEK
Nl8Zbe5KzB,MEK
0M9YH6772T,MEK
ZlxvGaTLWW,MEK
lklCRSkZVj,MEK
IDXgljpqCa,MEK
c2yy9Y1Qki,MEK
kxuGLkbFbQ,MEK
CP8vGG0RYH,TopoII
Wji4XihZGh,TopoII
Qu18oAB7uX,TopoII
SjPpDrd8DN,TopoII
7Geehn4PIh,TopoII
qKoozTKNX5,TopoII
aOig8yBh1K,TopoII
dY7vowuIDr,TopoII
TFJIdf3IyV,TopoII
mrOZ4VA31v,TopoII
lmJZTy0KNR,TopoII
60vC4dEsi3,TopoII
qhzSnwAGX6,TopoII
A0n7IBmm64,TopoII
YUdfH5jv6b,TopoII
x7k4KXQzIB,TopoII
Jwe1wi7ws8,TopoII
PPyWH0QVnA,TopoII
svJSBUkgr9,TopoII
OSbTK3omxQ,TopoII
FpohTHJydA,TopoII
1wXo0UosLR,TopoII
wtcIBiOqim,TopoII
2Xi3RgEepO,TopoII
AlWpgMSNH9,TopoII
N5Mex7KTTQ,TopoII
nvZ4neDz4J,TopoII
2aGkPtVhZO,TopoII
zzMLEV0NBt,TopoII
tUFLQEZIUw,TopoII
0m08dulmRW,TopoII
7oqea6lTl1,TopoII
nVsUmDyP0C,TopoII
5Q0fLy9MSe,TopoII
ZRBpHloPYk,TopoII
DG12bC4Jez,Tubulin
1IzwCBnIhm,Tubulin
8jSkMRudTV,Tubulin
43YcKYlg82,Tubulin
TSAEb39RV1,Tubulin
wtQZXhCRvc,Tubulin
gsUgNUHI54,Tubulin
rHwy1EkmB4,Tubulin
oespMbt3tR,Tubulin
cPOajwwqI7,Tubulin
uRIJCDDajD,Tubulin
v1HzxASiZa,Tubulin
3z1hgFS0eR,Tubulin
R5x206tvII,Tubulin
duo7yUwMez,Tubulin
w2AySwsiV6,Tubulin
nwmzJa5IoI,Tubulin
KaYwgeavYC,Tubulin
9R2fIljvLk,Tubulin
THocwr7NPt,Tubulin
YzsG8aNLmX,Tubulin
WPR56Fn4sr,Tubulin
O4MYPeRkSy,Tubulin
yyr2ycb6Jj,Tubulin
3EeeG1aCrY,Tubulin
BOKhjOvnvv,Tubulin
Nx4DFnbJx4,Tubulin
PSY4pBH44Z,Tubulin
wV3AnMgYJ1,Tubulin
YRMQ7lHZJT,Tubulin
CgGTopnEKI,Tubulin
5y8ZoXnLlp,Tubulin
RLt9NnEYrV,Tubulin
8CkeX6qwEI,Tubulin
s6JXtRAfrB,Tubulin
TyjUtq8leN,Tubulin
BAtbtPCxVm,Tubulin
4IbjOYaN24,Tubulin
1r8svoNZAb,Tubulin
YKvohsISFe,Tubulin
0EpaUyx53K,Tubulin
duWlTOxPIf,Tubulin
OBsCBGNfTf,Tubulin
WzyVJCWLbT,Tubulin
ufi0KLXeiM,dopaminereceptor
jTYPjSYtrD,dopaminereceptor
DpLnMCpcEd,dopaminereceptor
pWlS9tezR9,dopaminereceptor
wZprQqjPQ2,dopaminereceptor
pnSfLuJa7D,dopaminereceptor
NM2RbX6THs,dopaminereceptor
024N7s4onh,dopaminereceptor
zeqyfL2JpD,dopaminereceptor
QIfXw2OvN2,dopaminereceptor
wdSuLiV2j3,dopaminereceptor
zPhRlxqts0,dopaminereceptor
MfBFZ1ioW4,dopaminereceptor
osysafUEXB,dopaminereceptor
mK4R6q9qJw,dopaminereceptor
itCX6ZqtC6,dopaminereceptor
w93vRrnqGt,dopaminereceptor
gjxr9fZ3et,dopaminereceptor
bPs6YeBNYb,dopaminereceptor
4SZistM3hL,dopaminereceptor
wDjEfzQ4pj,dopaminereceptor
ssWWIzc3oS,dopaminereceptor
pCcH9JnEYn,dopaminereceptor
XQnSVPNytc,dopaminereceptor
W4Gto7j7qf,dopaminereceptor
IgtZgESuAY,dopaminereceptor
aEJzDPSkqY,dopaminereceptor
BP7e39zbqW,dopaminereceptor
ODm89kOFYk,dopaminereceptor
pAZ17COcjJ,dopaminereceptor
7l9OSGd0mK,dopaminereceptor
pbDFDK1llo,dopaminereceptor
aiqIcqHwMV,dopaminereceptor
bitLLR75Kv,dopaminereceptor
xSFAvzZ3M9,dopaminereceptor
6y6pTPU11w,dopaminereceptor
jq5SkoMUXp,dopaminereceptor
YFTfrxdYex,dopaminereceptor
uh183F5KPL,DNA_intercalation
P3IRSSCz8p,DNA_intercalation
wlwQceP5Dx,DNA_intercalation
HbusfTYCsl,DNA_intercalation
Sv2bNSZbee,DNA_intercalation
pbi2QAhkjS,DNA_intercalation
Ek60mTzDxh,DNA_intercalation
TQrH2lsN5w,DNA_intercalation
eyM3S78N6T,DNA_intercalation
Sc3YL7GoSj,DNA_intercalation
Saz0DyrNRj,DNA_intercalation
VpXRsTkyxl,DNA_intercalation
BFWXJd5SbK,DNA_intercalation
Hjf2jO78o4,DNA_intercalation
XyqhWQ1k1M,DNA_intercalation
JUF63zADMz,DNA_intercalation
4lCw2zfEBX,DNA_intercalation
JY6dQ8RXYq,DNA_intercalation
ghuhvc6KHM,DNA_intercalation
rKMdlVKRQ3,DNA_intercalation
afV0vTXo8w,DNA_intercalation
P32XHD3YEx,DNA_intercalation
ieyJfavAAA,DNA_intercalation
wi0ths9354,DNA_intercalation
1VGBx5wvyS,DNA_intercalation
31GsPnxBJN,DNA_intercalation
BLMvJ3Oqrq,DNA_intercalation
M5oiEeZN2e,DNA_intercalation
dqVuU38DBz,DNA_intercalation
OwSE11kXcN,DNA_intercalation
msBOgUhV4A,DNA_intercalation
3aQXtVydrj,DNA_intercalation
fWQj1ekiyB,DNA_intercalation
YKwBcFM82T,DNA_intercalation
JMiGC1mAjs,DNA_intercalation
GsuU8HWWVB,DNA_intercalation
quO5408V6F,DNA_intercalation
Pm7ejPslNJ,DNA_intercalation
xig5x0sojD,DNA_intercalation
56kF9r4tPA,DNA_intercalation
OhqJ0AmVHn,DNA_intercalation
cq5KhadTKY,DNA_intercalation
IthJ1aXjX2,DNA_intercalation
5tK1F2mrUX,DNA_intercalation
nG2TIBK1Xy,DNA_intercalation
B0OX8tI5V6,DNA_intercalation
Q6qtexAaX5,DNA_intercalation
5QBndHgzF0,DNA_intercalation
CVnh3YXJRV,DNA_intercalation
1qd2TnPTi0,DNA_intercalation
yeS7WqzXxq,DNA_intercalation
FAPtu3VXFM,DNA_intercalation
KKQsqHaaTK,dopaminereceptor
z9gj43QdSd,dopaminereceptor
B8zsn7sdYT,dopaminereceptor
tzKP0niecw,dopaminereceptor
KuW9v9da4N,dopaminereceptor
SIXUpGtvtm,dopaminereceptor
t054sFdUlV,dopaminereceptor
RyeW2zJRT4,dopaminereceptor
ciJMLcSd6i,dopaminereceptor
utnjDegBpo,dopaminereceptor
2mwVvWzENi,dopaminereceptor
8ISHhIgvPn,dopaminereceptor
UIokjhL9Fr,dopaminereceptor
WqgOd5VYas,dopaminereceptor
tjK5XzRBSI,dopaminereceptor
79tPLpJ2j6,dopaminereceptor
4IVt20GEzT,dopaminereceptor
BLMRs24wxB,dopaminereceptor
AziQfPbEXa,dopaminereceptor
P3BHyV3C8c,dopaminereceptor
iWv4D8cTM5,dopaminereceptor
JMeALJEBjW,dopaminereceptor
YuwjVEQljW,dopaminereceptor
a2WyyTurzP,dopaminereceptor
YQHYdiARsf,dopaminereceptor
4orWneXApk,dopaminereceptor
nDH9Rnzwi4,dopaminereceptor
FYHrEWQYtE,dopaminereceptor
KnFeWC2UGL,dopaminereceptor
2q5yXqtJCi,dopaminereceptor
yzPVLH5X5J,dopaminereceptor
xbfLVT6Ne0,dopaminereceptor
MLmYI0b4yv,dopaminereceptor
vBzGpCP6IL,dopaminereceptor
BQ2cVIgpaw,dopaminereceptor
n7MhAXshTj,dopaminereceptor
amDcQ60zEx,dopaminereceptor
ageFiaiX47,dopaminereceptor
RqL4drfniX,dopaminereceptor
XPNupsWxzp,dopaminereceptor
ZjuJi6Ztci,dopaminereceptor
miyhoYmIpe,dopaminereceptor
cgTNRuptxg,dopaminereceptor
8icQq8VIgY,dopaminereceptor
EFor3cIl6b,cMyc
J0bjQzOpTP,cMyc
pjbt0lAlQi,cMyc
GFefOqP922,cMyc
E6lgsVUwlK,cMyc
q3N50cOAmQ,cMyc
Mk4qZCCmIM,cMyc
RQAJ16Q2PQ,cMyc
D9CzZdPoZY,cMyc
rhR3Y0f2PD,cMyc
VeNygw4ovD,cMyc
vOyxBEkIWX,cMyc
qPlztIdX8o,cMyc
2JGnAqqkIz,cMyc
Mc2GiucpeO,cMyc
jSMJg4KlZ9,cMyc
KNRsc2P23Y,cMyc
gmD49h6aje,cMyc
YR8lmbBxIc,cMyc
uYfSSiaJsJ,cMyc
O8I3Dq91Cz,cMyc
ovlHdLeD2h,cMyc
2yLls84Mqz,cMyc
WvseAujvHh,cMyc
8gpKtoKWWN,cMyc
yE9hokWppY,cMyc
VI9ykHF2Ar,cMyc
6CiOWvEAvK,cMyc
T7LwBYqeF6,cMyc
rsH75OhXlV,cMyc
4bPJE9iivm,cMyc
iQPzDaZmvo,cMyc
Q032Gx7NAy,cMyc
Co3jnCYc4A,cMyc
Bg4QeHou6L,cMyc
yQdWKqFGy2,cMyc
yEL6cAvUKR,cMyc
L2gIqW7WRA,cMyc
izs75up3wG,cMyc
